window_start,window_end,service_name,total_log_lines,error_count,warning_count,info_count,error_rate_logs,warning_rate_logs,unique_templates,template_entropy,new_templates_seen,exception_count,timeout_count,oom_mention_count,avg_message_length,log_volume_change_pct,timestamp,failure,pre_failure,future_failure,failure_type,scenario_id
2026-03-27T23:33:15.000Z,2026-03-27T23:33:30.000Z,loki,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,223.5,100.0,2026-03-27T23:33:15.000Z,0,0,0,none,
2026-03-27T23:33:15.000Z,2026-03-27T23:33:30.000Z,recommendationservice,20,0,0,20,0.0,0.0,1,0.0,0,0,0,0,213.05,0.0,2026-03-27T23:33:15.000Z,0,0,0,none,
2026-03-27T23:33:15.000Z,2026-03-27T23:33:30.000Z,shippingservice,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,103.83,-45.4545,2026-03-27T23:33:15.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,adservice,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,510.6,-66.6667,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,cartservice,12,0,0,12,0.0,0.0,1,0.0,0,0,0,0,73.67,-52.0,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,currencyservice,42,0,0,42,0.0,0.0,1,0.0,0,0,0,0,148.48,-44.7368,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,frontend,29,0,0,1,0.0,0.0,1,0.0,0,0,0,0,270.97,-50.0,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,loadgenerator,7,0,0,7,0.0,0.0,1,0.0,0,0,0,0,160.0,-50.0,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,recommendationservice,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,210.78,-55.0,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:30.000Z,2026-03-27T23:33:45.000Z,shippingservice,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,104.0,-16.6667,2026-03-27T23:33:30.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,adservice,14,0,0,14,0.0,0.0,1,0.0,0,0,0,0,512.14,180.0,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,cartservice,18,0,0,18,0.0,0.0,1,0.0,0,0,0,0,71.78,50.0,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,currencyservice,46,0,0,46,0.0,0.0,1,0.0,0,0,0,0,148.7,9.5238,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,frontend,43,0,0,2,0.0,0.0,1,0.0,0,0,0,0,275.02,48.2759,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,loadgenerator,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,160.0,28.5714,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,loki,3,0,0,3,0.0,0.0,1,0.0,0,0,0,1,750.67,50.0,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,recommendationservice,14,0,0,14,0.0,0.0,1,0.0,0,0,0,0,216.93,55.5556,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:33:45.000Z,2026-03-27T23:34:00.000Z,shippingservice,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,103.5,-60.0,2026-03-27T23:33:45.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,adservice,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,513.33,-35.7143,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,cartservice,20,0,0,20,0.0,0.0,1,0.0,0,0,0,0,73.2,11.1111,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,150.33,-50.0,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,currencyservice,69,0,0,69,0.0,0.0,1,0.0,0,0,0,0,148.49,50.0,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,189.0,-50.0,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,frontend,45,0,0,3,0.0,0.0,1,0.0,0,0,0,0,271.18,4.6512,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,loadgenerator,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,160.0,-33.3333,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,398.0,-50.0,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,recommendationservice,15,0,0,15,0.0,0.0,1,0.0,0,0,0,0,213.87,7.1429,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:00.000Z,2026-03-27T23:34:15.000Z,shippingservice,8,0,0,8,0.0,0.0,1,0.0,0,0,0,0,104.0,300.0,2026-03-27T23:34:00.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,adservice,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,510.22,0.0,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,cartservice,13,0,0,13,0.0,0.0,1,0.0,0,0,0,0,70.62,-35.0,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,currencyservice,48,0,0,48,0.0,0.0,1,0.0,0,0,0,0,148.5,-30.4348,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,frontend,35,0,0,4,0.0,0.0,1,0.0,0,0,0,0,257.86,-22.2222,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,loadgenerator,11,0,0,11,0.0,0.0,1,0.0,0,0,0,0,145.45,83.3333,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,loki,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,222.0,-33.3333,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,recommendationservice,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,213.67,-40.0,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:15.000Z,2026-03-27T23:34:30.000Z,shippingservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,104.0,-62.5,2026-03-27T23:34:15.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,adservice,12,0,0,12,0.0,0.0,1,0.0,0,0,0,0,513.25,33.3333,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,cartservice,22,0,0,22,0.0,0.0,1,0.0,0,0,0,0,72.73,69.2308,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,148.33,0.0,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,currencyservice,61,0,0,61,0.0,0.0,1,0.0,0,0,0,0,148.66,27.0833,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,183.0,0.0,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,frontend,48,0,0,2,0.0,0.0,1,0.0,0,0,0,0,279.79,37.1429,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,loadgenerator,11,0,0,11,0.0,0.0,1,0.0,0,0,0,0,160.0,0.0,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,397.0,0.0,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,recommendationservice,18,0,0,18,0.0,0.0,1,0.0,0,0,0,0,216.78,100.0,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:30.000Z,2026-03-27T23:34:45.000Z,shippingservice,8,0,0,8,0.0,0.0,1,0.0,0,0,0,0,104.0,166.6667,2026-03-27T23:34:30.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,adservice,7,0,0,7,0.0,0.0,1,0.0,0,0,0,0,514.0,-41.6667,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,cartservice,13,0,0,13,0.0,0.0,1,0.0,0,0,0,0,73.38,-40.9091,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,149.0,0.0,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,currencyservice,23,0,0,23,0.0,0.0,1,0.0,0,0,0,0,148.87,-62.2951,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,185.0,0.0,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,frontend,23,0,0,1,0.0,0.0,1,0.0,0,0,0,0,290.65,-52.0833,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,loadgenerator,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,160.0,-54.5455,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,loki,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,220.0,0.0,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,397.0,0.0,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,recommendationservice,10,0,0,10,0.0,0.0,1,0.0,0,0,0,0,216.8,-44.4444,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:34:45.000Z,2026-03-27T23:35:00.000Z,shippingservice,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,104.25,-50.0,2026-03-27T23:34:45.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,adservice,16,0,0,16,0.0,0.0,1,0.0,0,0,0,0,511.31,128.5714,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,cartservice,26,0,0,26,0.0,0.0,1,0.0,0,0,0,0,70.69,100.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,148.33,0.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,currencyservice,79,0,0,79,0.0,0.0,1,0.0,0,0,0,0,148.58,243.4783,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,182.0,0.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,frontend,64,0,0,5,0.0,0.0,1,0.0,0,0,0,0,263.69,178.2609,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,loadgenerator,12,0,0,12,0.0,0.0,1,0.0,0,0,0,0,160.0,140.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,398.0,0.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,recommendationservice,18,0,0,18,0.0,0.0,1,0.0,0,0,0,0,216.61,80.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:00.000Z,2026-03-27T23:35:15.000Z,shippingservice,7,0,0,7,0.0,0.0,1,0.0,0,0,0,0,104.14,75.0,2026-03-27T23:35:00.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,adservice,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,513.75,-75.0,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,cartservice,9,0,0,9,0.0,0.0,1,0.0,0,0,0,0,75.56,-65.3846,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,currencyservice,17,0,0,17,0.0,0.0,1,0.0,0,0,0,0,148.82,-78.481,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,frontend,18,0,0,0,0.0,0.0,1,0.0,0,0,0,0,283.83,-71.875,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,loadgenerator,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,160.0,-66.6667,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,loki,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,222.5,0.0,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,recommendationservice,7,0,0,7,0.0,0.0,1,0.0,0,0,0,0,216.57,-61.1111,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,redis-cart,5,0,0,5,0.0,0.0,1,0.0,0,0,0,0,68.2,0.0,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:15.000Z,2026-03-27T23:35:30.000Z,shippingservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,103.0,-57.1429,2026-03-27T23:35:15.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,adservice,18,0,0,18,0.0,0.0,1,0.0,0,0,0,0,510.94,350.0,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,cartservice,29,0,0,29,0.0,0.0,1,0.0,0,0,0,0,72.69,222.2222,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,currencyservice,99,0,0,99,0.0,0.0,1,0.0,0,0,0,0,148.51,482.3529,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,frontend,72,0,0,5,0.0,0.0,1,0.0,0,0,0,0,261.93,300.0,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,loadgenerator,15,0,0,15,0.0,0.0,1,0.0,0,0,0,0,160.0,275.0,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,recommendationservice,19,0,0,19,0.0,0.0,1,0.0,0,0,0,0,216.53,171.4286,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:35:30.000Z,2026-03-27T23:35:45.000Z,shippingservice,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,104.0,100.0,2026-03-27T23:35:30.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,adservice,20,0,0,20,0.0,0.0,1,0.0,0,0,0,0,513.45,11.1111,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,cartservice,40,0,0,40,0.0,0.0,1,0.0,0,0,0,0,72.35,37.931,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,checkoutservice,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,148.83,100.0,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,currencyservice,117,0,0,117,0.0,0.0,1,0.0,0,0,0,0,148.56,18.1818,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,emailservice,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,184.5,100.0,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,frontend,81,0,0,4,0.0,0.0,1,0.0,0,0,0,0,279.21,12.5,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,loadgenerator,17,0,0,17,0.0,0.0,1,0.0,0,0,0,0,150.59,13.3333,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,loki,2,0,0,2,0.0,0.0,1,0.0,0,0,0,1,1060.5,0.0,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,paymentservice,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,397.5,100.0,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,recommendationservice,31,0,0,31,0.0,0.0,1,0.0,0,0,0,0,215.0,63.1579,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:00.000Z,2026-03-27T23:36:15.000Z,shippingservice,15,0,0,15,0.0,0.0,1,0.0,0,0,0,0,104.07,150.0,2026-03-27T23:36:00.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,adservice,17,0,0,17,0.0,0.0,1,0.0,0,0,0,0,512.76,-15.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,cartservice,32,0,0,32,0.0,0.0,1,0.0,0,0,0,0,72.31,-20.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,checkoutservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,148.33,-50.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,currencyservice,78,0,0,78,0.0,0.0,1,0.0,0,0,0,0,148.69,-33.3333,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,emailservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,183.0,-50.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,frontend,68,0,0,3,0.0,0.0,1,0.0,0,0,0,0,277.03,-16.0494,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,loadgenerator,17,0,0,17,0.0,0.0,1,0.0,0,0,0,0,160.0,0.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,loki,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,319.0,-50.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,paymentservice,1,0,0,1,0.0,0.0,1,0.0,0,0,0,0,396.0,-50.0,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,recommendationservice,25,0,0,25,0.0,0.0,1,0.0,0,0,0,0,216.16,-19.3548,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:30.000Z,2026-03-27T23:36:45.000Z,shippingservice,10,0,0,10,0.0,0.0,1,0.0,0,0,0,0,104.1,-33.3333,2026-03-27T23:36:30.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,adservice,3,0,0,3,0.0,0.0,1,0.0,0,0,0,0,507.67,-82.3529,2026-03-27T23:36:45.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,cartservice,4,0,0,4,0.0,0.0,1,0.0,0,0,0,0,68.0,-87.5,2026-03-27T23:36:45.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,currencyservice,19,0,0,19,0.0,0.0,1,0.0,0,0,0,0,148.42,-75.641,2026-03-27T23:36:45.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,frontend,13,0,0,2,0.0,0.0,1,0.0,0,0,0,0,236.31,-80.8824,2026-03-27T23:36:45.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,loadgenerator,6,0,0,6,0.0,0.0,1,0.0,0,0,0,0,160.0,-64.7059,2026-03-27T23:36:45.000Z,0,0,0,none,
2026-03-27T23:36:45.000Z,2026-03-27T23:37:00.000Z,recommendationservice,2,0,0,2,0.0,0.0,1,0.0,0,0,0,0,217.0,-92.0,2026-03-27T23:36:45.000Z,0,0,0,none,
